Date,Reservoir,System,Capacity_(MCM),Inflow_Last_24H(MCM),Inflow_Since_01/10_(MCM),CurrentStorage(MCM),CurrentStorage(%),Storage_y-1(MCM),Storage_y-1(%),MaxStorage_y-1(MCM),MaxStorage_y-1(date)
2023-10-06,Κούρης,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,115.0,0.257,10.813,53.415,46.45,91.138,79.3,94.238,15/2
2023-10-06,Καλαβασός,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,17.1,0.126,4.07,5.142,30.07,8.877,51.9,9.276,26/3
2023-10-06,Λεύκαρα,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,13.85,0.083,3.427,9.381,67.73,12.879,93.0,13.026,2/2
2023-10-06,Διπόταμος,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,15.5,0.165,5.012,7.29,47.03,10.358,66.8,10.645,26/4
2023-10-06,Γερμασόγεια,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,13.5,0.238,5.724,8.591,63.64,6.404,47.4,7.298,19/2
2023-10-06,Αρμίνου_,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,4.3,0.287,7.463,2.503,58.21,1.983,46.1,4.114,10/5
2023-10-06,Πολεμίδια,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,3.4,0.032,0.947,1.266,37.24,1.895,55.7,2.039,26/3
2023-10-06,Άχνα,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,6.8,0.0,0.0,1.944,28.59,4.252,62.5,4.591,18/2
2023-10-06,Ασπρόκρεμμος,ΠΑΦΟΣ,52.375,0.428,7.286,32.029,61.15,44.101,84.2,45.235,22/2
2023-10-06,Κανναβιού,ΠΑΦΟΣ,17.168,0.164,2.721,9.641,56.16,11.167,65.0,11.566,8/2
2023-10-06,Μαυροκόλυμπος,ΠΑΦΟΣ,2.18,0.004,0.276,0.418,19.17,1.183,54.3,1.323,13/4
2023-10-06,Ευρέτου,ΧΡΥΣΟΧΟΥ,24.0,0.095,2.257,12.87,53.62,17.697,73.7,18.427,19/2
2023-10-06,Αργάκα,ΧΡΥΣΟΧΟΥ,0.99,0.025,0.784,0.268,27.07,0.428,43.2,0.99,6/4-23/4
2023-10-06,Πωμός,ΧΡΥΣΟΧΟΥ,0.86,0.034,0.556,0.352,40.93,0.522,60.7,0.86,17/2-1/5
2023-10-06,Αγία_Μαρίνα,ΧΡΥΣΟΧΟΥ,0.298,0.003,0.069,0.054,18.12,0.118,39.6,0.248,9/6
2023-10-06,Βυζακιά,ΛΕΥΚΩΣΙΑ,1.69,0.027,0.379,0.859,50.83,0.951,56.3,1.146,5/3
2023-10-06,Ξυλιάτος,ΛΕΥΚΩΣΙΑ,1.43,0.035,1.041,0.802,56.08,0.821,57.4,1.269,16/4
2023-10-06,Καλοπαναγιώτης,ΛΕΥΚΩΣΙΑ,0.363,0.0,0.106,0.138,38.02,0.363,100.0,0.363,1/1-25/6
2023-10-06,Ταμασός,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,2.8,0.0,1.695,1.77,63.21,1.539,55.0,2.453,2/4
2023-10-06,Κλήρου-Μαλούντα,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,2.0,0.0,0.827,1.44,72.0,1.846,92.3,2.0,27/1-23/4
2023-10-06,Σολέα,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,4.454,0.039,0.869,3.379687046075046,75.88,4.046,90.8,4.454,5/2-2/4
